 Timestamp,FIT101,LIT101, AIT201,AIT202,AIT203,FIT201,DPIT301,FIT301,LIT301,AIT401,1/0
 28/12/2015 8:20:24 AM,2.501681,494.8988,260.9267,8.393873,331.069,2.425656,19.79,2.21055,823.1463,148.808,1
 28/12/2015 8:20:25 AM,2.543958,495.2913,260.9267,8.394514,331.069,2.425656,19.79,2.209653,823.4667,148.808,1
 28/12/2015 8:20:26 AM,2.592,495.3698,260.9267,8.394514,331.069,2.426553,19.79,2.209653,823.7872,148.808,1
 28/12/2015 8:20:27 AM,2.621785,495.0558,260.9267,8.394514,331.069,2.428732,19.79,2.209653,824.2278,148.808,1
 28/12/2015 8:20:28 AM,2.642923,495.095,260.9267,8.394514,331.069,2.428732,19.77079,2.209653,824.4681,148.808,1
 28/12/2015 8:20:29 AM,2.654774,495.1736,260.9267,8.394514,331.069,2.428732,19.77079,2.209653,824.428,148.808,1
 28/12/2015 8:20:30 AM,2.657656,495.095,260.9267,8.394514,331.069,2.427066,19.7836,2.207347,824.7885,148.808,1
 28/12/2015 8:20:31 AM,2.6394,495.095,260.9267,8.394514,331.069,2.427066,19.84442,2.207347,824.7485,148.808,1
 28/12/2015 8:20:32 AM,2.626589,495.095,261.0228,8.394514,331.069,2.427066,19.84442,2.207347,824.9888,148.808,1
 28/12/2015 8:20:33 AM,2.620824,495.095,261.0228,8.394514,331.069,2.427066,19.84442,2.209397,825.0689,148.808,1
 28/12/2015 8:20:34 AM,2.612818,495.252,261.0228,8.394514,331.069,2.427066,19.81561,2.209397,825.0289,148.808,1
 28/12/2015 8:20:35 AM,2.60417,495.1736,261.0228,8.394514,331.069,2.425272,19.7836,2.209397,825.3493,148.808,1
 28/12/2015 8:20:36 AM,2.582391,495.2128,261.0228,8.394514,331.069,2.424887,19.7836,2.209397,825.2692,148.808,1
 28/12/2015 8:20:37 AM,2.567658,495.0558,261.0228,8.394514,331.069,2.424887,19.7836,2.209397,825.3493,148.808,1
 28/12/2015 8:20:38 AM,2.548442,494.8595,261.0228,8.394514,331.069,2.424887,19.7836,2.209397,825.2291,148.808,1
 28/12/2015 8:20:39 AM,2.530827,494.624,261.0228,8.394514,331.069,2.427066,19.7836,2.208244,824.8286,148.808,1
 28/12/2015 8:20:40 AM,2.510009,494.5063,261.0228,8.393232,331.069,2.427066,19.7964,2.207347,825.0689,148.808,1
 28/12/2015 8:20:41 AM,2.494315,494.467,261.0228,8.391951,331.069,2.427066,19.7964,2.207091,824.9487,148.808,1
 28/12/2015 8:20:42 AM,2.478621,494.4277,261.0228,8.391951,331.069,2.426809,19.64274,2.204144,824.6684,148.808,1
 28/12/2015 8:20:43 AM,2.469974,494.153,261.0228,8.391951,331.069,2.425528,19.64274,2.203504,824.6684,148.808,1
 28/12/2015 8:20:44 AM,2.452359,494.3885,261.0228,8.391951,331.069,2.423734,19.64274,2.202863,824.428,148.808,1
 28/12/2015 8:20:45 AM,2.441469,494.3885,261.0228,8.391951,331.069,2.423734,19.64274,2.203632,824.7885,148.808,1
 28/12/2015 8:20:46 AM,2.427377,494.4277,261.0228,8.391951,331.1971,2.423734,19.68756,2.206066,824.6684,148.808,1
 28/12/2015 8:20:47 AM,2.424815,494.781,261.0228,8.391951,331.1971,2.424375,19.73238,2.208116,824.6283,148.808,1
 28/12/2015 8:20:48 AM,2.424815,495.252,261.0228,8.391951,331.1971,2.425272,19.75159,2.208628,824.7885,148.808,1
 28/12/2015 8:20:49 AM,2.471575,495.4091,261.0228,8.390348,331.1971,2.425912,19.76439,2.208628,824.8687,148.808,1
 28/12/2015 8:20:50 AM,2.519297,495.7623,261.0228,8.390348,331.1971,2.425912,19.76439,2.210037,825.0689,148.808,1
 28/12/2015 8:20:51 AM,2.554527,495.7623,261.0228,8.390348,331.1971,2.425912,19.76439,2.210037,824.8286,148.808,1
 28/12/2015 8:20:52 AM,2.590398,495.5661,261.0228,8.390348,331.1971,2.425912,19.76439,2.210037,824.9487,148.808,1
 28/12/2015 8:20:53 AM,2.625308,495.4876,261.0228,8.390348,331.1971,2.426169,19.80601,2.210037,824.7885,148.808,1
 28/12/2015 8:20:54 AM,2.652211,495.4483,261.0228,8.390348,331.1971,2.426169,19.80601,2.210037,825.0289,148.808,1
 28/12/2015 8:20:55 AM,2.665663,495.095,261.0228,8.390348,331.1971,2.426169,19.80601,2.210037,825.4694,148.808,1
 28/12/2015 8:20:56 AM,2.666944,495.2128,261.0228,8.390348,331.1971,2.42399,19.80601,2.210037,825.6296,148.808,1
 28/12/2015 8:20:57 AM,2.655414,495.1736,261.0228,8.390348,331.1971,2.423221,19.80601,2.210037,825.83,148.808,1
 28/12/2015 8:20:58 AM,2.625308,495.8409,261.0228,8.390348,331.1715,2.423221,19.80601,2.210037,825.9902,148.808,1
 28/12/2015 8:20:59 AM,2.619223,497.4109,261.0228,8.390348,331.1202,2.42194,19.80601,2.210037,826.4708,148.808,1
 28/12/2015 8:21:00 AM,2.619223,497.8035,261.0228,8.388426,331.1202,2.42194,19.80601,2.21119,826.7912,148.808,1
 28/12/2015 8:21:01 AM,2.597764,497.9605,261.0228,8.388426,330.9664,2.42194,19.87003,2.211318,826.9514,148.808,1
 28/12/2015 8:21:02 AM,2.58079,497.7642,261.0228,8.388105,330.9664,2.421811,19.93406,2.211318,827.2318,148.808,1
 28/12/2015 8:21:03 AM,2.561253,497.4109,261.0228,8.386503,330.9664,2.421811,19.93406,2.211318,827.5522,148.808,1
 28/12/2015 8:21:04 AM,2.550364,497.3717,261.0228,8.386503,330.9664,2.421811,19.93406,2.210037,827.6724,148.808,1
 28/12/2015 8:21:05 AM,2.532428,497.0577,261.0228,8.386503,330.9664,2.424631,19.90204,2.210037,827.9929,148.808,1
 28/12/2015 8:21:06 AM,2.516414,496.8614,260.7665,8.386503,330.9664,2.425143,19.90204,2.210037,827.9929,148.808,1
 28/12/2015 8:21:07 AM,2.501041,496.6652,260.7665,8.388746,330.9664,2.425528,19.90204,2.210037,827.9528,148.808,1
 28/12/2015 8:21:08 AM,2.487589,496.4689,260.7665,8.388746,330.9664,2.425528,19.90204,2.210037,828.2332,148.808,1
 28/12/2015 8:21:09 AM,2.469974,496.5474,260.7665,8.390669,330.9664,2.426425,19.84442,2.210037,828.4334,148.808,1
 28/12/2015 8:21:10 AM,2.457163,496.6652,260.7665,8.390669,330.9664,2.426938,19.83482,2.210037,828.4735,148.808,1
 28/12/2015 8:21:11 AM,2.436985,496.4296,260.7665,8.390669,330.9664,2.426938,19.80601,2.209653,828.7939,148.808,1
 28/12/2015 8:21:12 AM,2.426416,496.4689,260.8626,8.390669,330.9664,2.426169,19.7996,2.209653,828.3934,148.808,1
 28/12/2015 8:21:13 AM,2.421932,496.1941,260.8626,8.390669,330.9664,2.426169,19.7964,2.209653,828.2732,148.808,1
 28/12/2015 8:21:14 AM,2.421932,496.6259,260.8626,8.390669,330.9664,2.425912,19.76439,2.209653,828.3934,148.808,1
 28/12/2015 8:21:15 AM,2.446274,496.8221,261.0549,8.390669,330.9664,2.425912,19.71637,2.209653,828.1531,148.808,1
 28/12/2015 8:21:16 AM,2.493995,497.0577,261.0549,8.388105,330.9664,2.425912,19.71637,2.209653,828.1531,148.808,1
 28/12/2015 8:21:17 AM,2.538513,497.4109,261.0549,8.388105,330.9664,2.427066,19.71637,2.209653,828.1531,148.808,1
 28/12/2015 8:21:18 AM,2.583672,497.7642,261.0549,8.388105,330.9664,2.428475,19.7836,2.209653,827.8326,148.808,1
 28/12/2015 8:21:19 AM,2.613138,498.039,261.0549,8.388105,330.9664,2.428475,19.81561,2.209653,828.1931,148.808,1
 28/12/2015 8:21:20 AM,2.640041,498.4315,261.0549,8.388105,330.9664,2.428475,19.81561,2.209653,828.2732,148.808,1
 28/12/2015 8:21:21 AM,2.655735,498.5493,261.0228,8.388105,330.9664,2.428475,19.81561,2.209269,828.2732,148.808,1
 28/12/2015 8:21:22 AM,2.657976,498.3923,260.9267,8.388105,330.9664,2.428475,19.81561,2.209269,828.3934,148.808,1
 28/12/2015 8:21:23 AM,2.640041,497.8035,260.9267,8.388105,330.9664,2.426938,19.81241,2.209269,828.6337,148.808,1
 28/12/2015 8:21:24 AM,2.623707,497.568,260.9267,8.388105,330.9664,2.425015,19.8028,2.209269,828.4334,148.808,1
 28/12/2015 8:21:25 AM,2.616981,497.0184,260.9267,8.388105,330.9664,2.425015,19.8028,2.209269,828.7538,148.808,1
 28/12/2015 8:21:26 AM,2.609294,496.6652,260.9267,8.388105,330.9664,2.425015,19.8028,2.209269,829.2345,148.808,1
 28/12/2015 8:21:27 AM,2.599686,496.2726,260.9267,8.388105,330.9664,2.425015,19.8028,2.209269,829.3947,148.808,1
 28/12/2015 8:21:28 AM,2.576306,495.6838,260.9267,8.388105,330.9664,2.425015,19.8028,2.209269,829.7552,148.808,1
 28/12/2015 8:21:29 AM,2.563495,495.2128,260.9267,8.388105,330.9664,2.424246,19.84762,2.208372,829.9955,148.808,1
 28/12/2015 8:21:30 AM,2.543317,495.0165,260.9267,8.388105,330.9664,2.424246,19.84762,2.206322,829.9955,148.808,1
 28/12/2015 8:21:31 AM,2.527944,494.624,260.9267,8.388105,330.9664,2.425784,19.84762,2.206322,829.9955,148.808,1
 28/12/2015 8:21:32 AM,2.51129,494.624,260.9267,8.388105,330.9664,2.425784,19.7996,2.207988,830.0756,148.808,1
 28/12/2015 8:21:33 AM,2.51129,494.624,260.9267,8.388105,330.9664,2.425784,19.7996,2.207988,830.0756,148.808,1
 28/12/2015 8:21:34 AM,2.498799,494.1137,260.9267,8.388105,330.9664,2.425784,19.77079,2.209397,830.3961,148.808,1
 28/12/2015 8:21:35 AM,2.473817,494.467,260.9267,8.388105,330.9664,2.426169,19.77079,2.209397,830.3961,148.808,1
 28/12/2015 8:21:36 AM,2.463889,494.781,260.9267,8.388105,330.9664,2.426553,19.81561,2.208884,830.4361,148.808,1
 28/12/2015 8:21:37 AM,2.444992,494.9773,260.9267,8.388105,330.9664,2.426553,19.81561,2.207603,830.5963,148.808,1
 28/12/2015 8:21:38 AM,2.433783,495.3698,260.9267,8.388105,330.9664,2.426553,19.7804,2.207603,830.6364,148.808,1
 28/12/2015 8:21:39 AM,2.428338,496.2726,260.9267,8.388105,330.9664,2.426553,19.75159,2.209269,830.7966,148.808,1
 28/12/2015 8:21:40 AM,2.424815,496.8221,260.9267,8.388105,330.8126,2.426297,19.75159,2.209269,830.9969,148.808,1
 28/12/2015 8:21:41 AM,2.433462,497.1362,260.9267,8.388105,330.8126,2.425015,19.75159,2.209269,830.8367,148.808,1
 28/12/2015 8:21:42 AM,2.491112,497.1362,260.9267,8.388105,330.8126,2.425015,19.82201,2.209269,831.077,148.808,1
 28/12/2015 8:21:43 AM,2.536271,497.1754,260.9267,8.388105,330.8126,2.425015,19.83482,2.209269,830.9568,148.808,1
 28/12/2015 8:21:44 AM,2.56958,497.9212,260.9267,8.388105,330.8126,2.425015,19.84762,2.209269,831.077,148.808,1
 28/12/2015 8:21:45 AM,2.606412,498.196,260.9267,8.388105,330.8383,2.424503,19.84762,2.209269,830.6364,148.808,1
 28/12/2015 8:21:46 AM,2.63844,498.6278,260.9267,8.388105,330.9408,2.424503,19.84762,2.210037,830.4762,148.808,1
 28/12/2015 8:21:47 AM,2.663421,498.7455,260.9267,8.388105,330.9408,2.424503,19.77399,2.210037,829.9555,148.808,1
 28/12/2015 8:21:48 AM,2.666624,498.7455,260.9267,8.388105,330.9408,2.425528,19.77399,2.210037,830.1558,148.808,1
 28/12/2015 8:21:49 AM,2.642603,499.3343,260.9267,8.388105,330.9408,2.426425,19.77399,2.210037,829.4749,148.808,1
 28/12/2015 8:21:50 AM,2.620184,499.1773,260.9267,8.388105,330.9408,2.427066,19.7836,2.210037,829.1544,148.808,1
 28/12/2015 8:21:51 AM,2.617622,499.0203,260.9267,8.388105,330.9408,2.427066,19.7996,2.210037,828.9542,148.808,1
 28/12/2015 8:21:52 AM,2.614739,498.9418,260.9267,8.388105,330.9408,2.427066,19.74198,2.207731,829.0342,148.808,1
 28/12/2015 8:21:53 AM,2.60481,498.7455,260.9267,8.388105,330.9408,2.427066,19.72277,2.207731,829.0743,148.808,1
 28/12/2015 8:21:54 AM,2.58079,498.7063,260.9267,8.388105,330.9408,2.426553,19.72277,2.207731,829.1544,148.808,1
 28/12/2015 8:21:55 AM,2.564456,498.4315,260.9267,8.388105,330.9408,2.426297,19.72277,2.207731,829.0342,148.808,1
 28/12/2015 8:21:56 AM,2.548442,498.7455,260.9267,8.388105,330.9408,2.425528,19.7836,2.209013,829.1544,148.808,1
 28/12/2015 8:21:57 AM,2.53467,498.7455,260.9267,8.388105,330.9408,2.423862,19.81561,2.209013,828.9942,148.808,1
 28/12/2015 8:21:58 AM,2.51161,498.7455,260.9267,8.388105,330.9408,2.423862,19.81561,2.209013,828.1531,148.808,1
 28/12/2015 8:21:59 AM,2.498799,498.5493,260.9267,8.388105,330.9408,2.423862,19.81561,2.209013,828.0729,148.808,1
 28/12/2015 8:22:00 AM,2.483105,498.5493,260.9267,8.388105,330.9408,2.423862,19.81561,2.209013,828.0729,148.808,1
 28/12/2015 8:22:01 AM,2.473497,498.51,260.9267,8.388105,330.9408,2.424246,19.85082,2.209013,828.2732,148.808,1
 28/12/2015 8:22:02 AM,2.456202,498.1567,260.9267,8.388105,330.9408,2.425656,19.85082,2.209013,828.6738,148.808,1
 28/12/2015 8:22:03 AM,2.443391,497.9998,260.9267,8.388105,330.9408,2.425656,19.81561,2.209653,828.6337,148.808,1
 28/12/2015 8:22:04 AM,2.42994,497.2539,260.9267,8.388105,330.9408,2.425656,19.7996,2.210037,828.834,148.808,1
 28/12/2015 8:22:05 AM,2.427377,496.8221,260.9267,8.388105,330.9408,2.425656,19.7996,2.210166,828.834,148.808,1
 28/12/2015 8:22:06 AM,2.427377,496.2334,260.9267,8.388105,330.9408,2.425656,19.7996,2.210166,829.2345,148.808,1
 28/12/2015 8:22:07 AM,2.459405,495.0558,260.9267,8.389067,330.9408,2.425656,19.7996,2.210166,829.1544,148.808,1
 28/12/2015 8:22:08 AM,2.51193,494.7025,260.9267,8.389067,330.9408,2.425656,19.7996,2.210166,828.7939,148.808,1
 28/12/2015 8:22:09 AM,2.552926,494.4277,260.9267,8.389067,330.9408,2.425656,19.7996,2.210166,829.3547,148.808,1
 28/12/2015 8:22:10 AM,2.590718,494.2707,260.9267,8.389067,330.9408,2.425656,19.7996,2.209525,829.1544,148.808,1
 28/12/2015 8:22:11 AM,2.622746,494.0352,260.9267,8.390028,330.9408,2.425656,19.7996,2.209525,829.595,148.808,1
 28/12/2015 8:22:12 AM,2.644845,493.4464,260.9267,8.390028,330.9408,2.425656,19.7996,2.209525,829.8353,148.808,1
 28/12/2015 8:22:13 AM,2.653813,493.7212,260.9267,8.390028,330.9408,2.425656,19.7996,2.209525,830.0356,148.808,1
 28/12/2015 8:22:14 AM,2.656055,493.4464,260.9267,8.390669,330.9408,2.425528,19.7996,2.209525,830.1558,148.808,1
 28/12/2015 8:22:15 AM,2.632995,493.5642,260.9267,8.390669,330.9408,2.424375,19.83802,2.209525,830.5963,148.808,1
 28/12/2015 8:22:16 AM,2.61602,493.7604,260.9267,8.390669,330.9408,2.424375,19.83802,2.211831,830.1958,148.808,1
 28/12/2015 8:22:17 AM,2.613138,493.9174,260.9267,8.390669,330.9408,2.424375,19.83802,2.212343,830.2759,148.808,1
 28/12/2015 8:22:18 AM,2.602889,494.467,260.9267,8.390669,330.9408,2.421683,19.81241,2.212343,830.356,148.808,1
 28/12/2015 8:22:19 AM,2.586555,494.5063,260.9267,8.390669,330.787,2.421683,19.8028,2.209653,830.4361,148.808,1
 28/12/2015 8:22:20 AM,2.571182,495.3698,260.9267,8.390669,330.787,2.421683,19.8028,2.209653,830.7966,148.808,1
 28/12/2015 8:22:21 AM,2.555168,495.7623,260.9267,8.390669,330.787,2.421683,19.8028,2.209653,830.7565,148.808,1
 28/12/2015 8:22:22 AM,2.540755,496.0764,260.9267,8.390669,330.787,2.421683,19.8028,2.209653,830.8767,148.808,1
 28/12/2015 8:22:23 AM,2.524421,495.9979,260.9267,8.388105,330.787,2.421683,19.8028,2.209653,830.9969,148.808,1
 28/12/2015 8:22:24 AM,2.509688,496.2334,260.9267,8.388105,330.9921,2.423349,19.83802,2.208884,830.3961,148.808,1
 28/12/2015 8:22:25 AM,2.492073,496.1941,260.9267,8.388105,330.9921,2.424631,19.83802,2.206707,830.1558,148.808,1
 28/12/2015 8:22:26 AM,2.479262,496.6652,260.9267,8.388105,330.9921,2.424631,19.83802,2.206707,829.6751,148.808,1
 28/12/2015 8:22:27 AM,2.463248,497.0577,260.9267,8.388105,330.9921,2.425912,19.83802,2.206707,829.4348,148.808,1
 28/12/2015 8:22:28 AM,2.450437,497.568,260.9267,8.388105,330.8126,2.426169,19.83802,2.209397,829.6751,148.808,1
 28/12/2015 8:22:29 AM,2.436665,498.039,260.9267,8.388105,330.8126,2.426809,19.80601,2.209909,829.3547,148.808,1
 28/12/2015 8:22:30 AM,2.433462,498.4315,260.9267,8.388105,330.8126,2.426809,19.71637,2.209909,829.4749,148.808,1
 28/12/2015 8:22:31 AM,2.433462,498.7455,260.9267,8.388105,330.8126,2.426809,19.71637,2.209909,829.3547,148.808,1
 28/12/2015 8:22:32 AM,2.454601,498.981,260.9267,8.388105,330.8126,2.426809,19.71637,2.209909,828.9942,148.808,1
 28/12/2015 8:22:33 AM,2.499119,498.824,260.9267,8.388105,330.8126,2.427706,19.71637,2.209909,828.9542,148.808,1
 28/12/2015 8:22:34 AM,2.539154,498.9418,260.9267,8.388105,330.8126,2.428347,19.77399,2.209909,828.9942,148.808,1
 28/12/2015 8:22:35 AM,2.576306,499.0203,260.9267,8.388105,331.069,2.428347,19.7804,2.209909,828.834,148.808,1
 28/12/2015 8:22:36 AM,2.601928,498.9026,260.9267,8.388105,331.069,2.428347,19.7804,2.209909,828.7939,148.808,1
 28/12/2015 8:22:37 AM,2.636838,498.4315,260.9267,8.388105,331.069,2.428347,19.7868,2.209909,828.5936,148.808,1
 28/12/2015 8:22:38 AM,2.661179,498.1567,260.9267,8.388105,331.069,2.428347,19.81561,2.209909,828.5936,148.808,1
 28/12/2015 8:22:39 AM,2.666624,497.9998,260.9267,8.388105,331.069,2.428347,19.83162,2.209909,828.2732,148.808,1
 28/12/2015 8:22:40 AM,2.641002,498.196,260.9267,8.388105,331.069,2.428347,19.84442,2.210294,828.4334,148.808,1
 28/12/2015 8:22:41 AM,2.626909,498.3923,260.9267,8.388105,331.069,2.426938,19.84442,2.210934,828.3533,148.808,1
 28/12/2015 8:22:42 AM,2.61634,498.1567,260.9267,8.388105,331.069,2.426938,19.84442,2.210934,828.6337,148.808,1
 28/12/2015 8:22:43 AM,2.61634,498.2353,260.9267,8.388105,331.069,2.426938,19.84442,2.210934,828.9542,148.808,1
 28/12/2015 8:22:44 AM,2.612177,498.1567,260.9267,8.388105,331.069,2.426938,19.84442,2.209269,829.3947,148.808,1
 28/12/2015 8:22:45 AM,2.612177,498.1567,260.9267,8.388105,331.069,2.426938,19.84442,2.209269,829.3947,148.808,1
 28/12/2015 8:22:46 AM,2.588797,498.5885,260.9267,8.388105,331.069,2.424246,19.84442,2.209269,829.6351,148.808,1
 28/12/2015 8:22:47 AM,2.573103,498.9418,260.9267,8.388105,331.069,2.424246,19.81561,2.209269,829.9555,148.808,1
 28/12/2015 8:22:48 AM,2.556769,499.4128,260.9267,8.388105,331.069,2.422452,19.80601,2.209269,829.8353,148.808,1
 28/12/2015 8:22:49 AM,2.543317,499.3343,260.9267,8.388105,330.8639,2.421299,19.76439,2.209269,829.9555,148.808,1
 28/12/2015 8:22:50 AM,2.522499,499.5699,260.9267,8.388105,330.8639,2.421299,19.75479,2.209269,830.2759,148.808,1
 28/12/2015 8:22:51 AM,2.502642,499.7661,260.9267,8.388105,330.8639,2.419377,19.7836,2.209525,830.2759,148.808,1
 28/12/2015 8:22:52 AM,2.491112,499.8054,260.9267,8.388105,330.8639,2.41912,19.83482,2.212343,830.1958,148.808,1
 28/12/2015 8:22:53 AM,2.47702,500.0016,260.9267,8.388105,330.8639,2.41912,19.83482,2.212343,830.4762,148.808,1
 28/12/2015 8:22:54 AM,2.467092,499.9231,260.9267,8.388105,330.8639,2.42258,19.87003,2.210166,830.5963,148.808,1
 28/12/2015 8:22:55 AM,2.454601,500.1194,260.9267,8.388105,330.8639,2.42399,19.87003,2.210166,831.0369,148.808,1
 28/12/2015 8:22:56 AM,2.440829,499.7269,260.9267,8.388105,330.8639,2.424631,19.87003,2.210166,831.798,148.808,1
 28/12/2015 8:22:57 AM,2.431221,499.4913,260.9267,8.388105,330.8639,2.425912,19.83802,2.210166,831.4775,148.808,1
 28/12/2015 8:22:58 AM,2.428338,499.1381,260.9267,8.388105,330.8639,2.425912,19.83802,2.209269,831.798,148.808,1
 28/12/2015 8:22:59 AM,2.428338,499.0988,260.9267,8.388105,330.8639,2.425912,19.81241,2.209269,832.0783,148.808,1
 28/12/2015 8:23:00 AM,2.460686,499.2166,260.9267,8.388105,330.8639,2.425912,19.81241,2.209269,832.3587,148.808,1
 28/12/2015 8:23:01 AM,2.509048,498.824,260.9267,8.388105,330.8639,2.425912,19.83482,2.209269,832.6391,148.808,1
 28/12/2015 8:23:02 AM,2.538833,498.7848,260.9267,8.388105,330.8639,2.424375,19.85402,2.209269,832.8394,148.808,1
 28/12/2015 8:23:03 AM,2.582071,498.7063,260.9267,8.388105,330.8639,2.422709,19.85402,2.208244,832.9996,148.808,1
 28/12/2015 8:23:04 AM,2.612818,498.3923,260.9267,8.388105,330.8639,2.42053,19.81241,2.207091,832.8794,148.808,1
 28/12/2015 8:23:05 AM,2.640041,498.51,260.9267,8.388105,330.8639,2.42053,19.79,2.208372,833.0396,148.808,1
 28/12/2015 8:23:06 AM,2.654133,498.5885,260.9267,8.388105,330.8639,2.42053,19.79,2.209525,832.9996,148.808,1
 28/12/2015 8:23:07 AM,2.658617,499.0203,260.9267,8.388105,330.8639,2.421683,19.79,2.209525,833.1598,148.808,1
 28/12/2015 8:23:08 AM,2.641642,499.2166,260.9267,8.388105,330.8639,2.423862,19.79,2.209525,832.9595,148.808,1
 28/12/2015 8:23:09 AM,2.625308,499.4913,260.9267,8.388105,330.8639,2.425784,19.79,2.209525,832.8394,148.808,1
 28/12/2015 8:23:10 AM,2.619223,499.4128,260.9267,8.388105,330.8639,2.425784,19.79,2.209525,833.0396,148.808,1
 28/12/2015 8:23:11 AM,2.605131,499.5306,260.9267,8.388105,330.8639,2.425784,19.79,2.209525,832.9595,148.7936,1
 28/12/2015 8:23:12 AM,2.586875,499.0988,260.9267,8.388105,330.8639,2.425272,19.75479,2.209525,832.8794,148.7936,1
 28/12/2015 8:23:13 AM,2.5699,498.7455,260.9267,8.388105,330.8639,2.425272,19.75479,2.209525,832.7593,148.7936,1
 28/12/2015 8:23:14 AM,2.555168,498.2353,260.9267,8.388105,330.8639,2.425272,19.75479,2.209525,832.7593,148.7936,1
 28/12/2015 8:23:15 AM,2.534029,498.039,260.9267,8.388105,330.8639,2.425272,19.75479,2.209525,832.9595,148.7936,1
 28/12/2015 8:23:16 AM,2.519937,497.8035,260.9267,8.388105,330.8639,2.426938,19.81561,2.209525,832.7993,148.7936,1
 28/12/2015 8:23:17 AM,2.501041,498.039,260.9267,8.388105,330.8639,2.426938,19.81561,2.209525,832.9996,148.7936,1
 28/12/2015 8:23:18 AM,2.48791,497.9605,260.9267,8.388105,330.8639,2.426938,19.81561,2.209525,832.9996,148.832,1
 28/12/2015 8:23:19 AM,2.471575,497.9605,260.9267,8.388105,330.8639,2.426938,19.81561,2.210166,832.9595,148.832,1
 28/12/2015 8:23:20 AM,2.455882,497.9998,260.9267,8.388105,330.8639,2.426938,19.80601,2.210166,833.0396,148.8128,1
 28/12/2015 8:23:21 AM,2.440829,498.2353,260.9267,8.388105,330.8639,2.426938,19.7996,2.210166,832.9996,148.8128,1
 28/12/2015 8:23:22 AM,2.425456,497.9605,260.9267,8.388105,330.8639,2.426938,19.76439,2.210166,832.3987,148.8128,1
 28/12/2015 8:23:23 AM,2.422573,498.1175,260.9267,8.388105,330.8639,2.426938,19.76439,2.210166,832.8794,148.8128,1
 28/12/2015 8:23:24 AM,2.422253,497.9605,260.9267,8.388105,330.8639,2.425656,19.76439,2.210166,832.4388,148.8128,1
