 Timestamp,FIT101,LIT101, MV101,P101,P102, AIT201,AIT202,AIT203,FIT201, MV201,P203,P205,DPIT301,FIT301,LIT301,MV301,MV302, MV303,MV304,P302,AIT401,AIT402,FIT401,LIT401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,PIT501,PIT502,PIT503,FIT601,P602,1/0
 28/12/2015 8:20:16 AM,2.479903,493.4464,2,2,1,260.9267,8.390028,331.069,2.420658,2,2,2,19.83802,2.209525,822.5856,1,2,1,1,2,148.808,156.2933,1.71467,875.2756,7.872212,144.6296,261.2471,11.88157,1.724814,1.292814,0.7383414,0.3081703,250.721,1.649953,189.5187,0.000128152,1,1
 28/12/2015 8:20:17 AM,2.460045,493.6427,2,2,1,260.9267,8.390028,331.069,2.420658,2,2,2,19.83802,2.209525,822.5856,1,2,1,1,2,148.808,156.2933,1.712107,875.737,7.872212,144.6296,261.2471,11.88157,1.724814,1.291789,0.7353967,0.3081703,250.721,1.649953,189.5187,0.000128152,1,1
 28/12/2015 8:20:18 AM,2.443391,492.6614,2,2,1,260.9267,8.390028,331.069,2.420658,2,2,2,19.89244,2.209525,822.2651,1,2,1,1,2,148.808,156.2933,1.712107,876.16,7.872212,144.6296,261.2471,11.88157,1.724814,1.297169,0.7353967,0.3081703,250.721,1.649953,189.5187,0.000128152,1,1
 28/12/2015 8:20:19 AM,2.432822,493.0931,2,2,1,260.9267,8.390028,331.069,2.420658,2,2,2,19.84442,2.209525,822.4654,1,2,1,1,2,148.808,156.2933,1.712107,876.3522,7.872212,144.6296,261.2471,11.88157,1.726096,1.289996,0.7353967,0.3081703,250.721,1.649953,189.3745,0.000128152,1,1
 28/12/2015 8:20:20 AM,2.432822,493.0931,2,2,1,260.9267,8.390028,331.069,2.420658,2,2,2,19.84442,2.209525,822.4654,1,2,1,1,2,148.808,156.2933,1.712107,876.3522,7.872212,144.6296,261.2471,11.88157,1.726096,1.289996,0.7353967,0.3081703,250.721,1.649953,189.3745,0.000128152,1,1
 28/12/2015 8:20:21 AM,2.43026,493.5642,2,2,1,260.9267,8.390028,331.069,2.420658,2,2,2,19.79,2.209525,822.866,1,2,1,1,2,148.808,156.2933,1.712363,877.0059,7.872212,144.6296,261.2471,11.88157,1.726865,1.289996,0.7353967,0.3081703,250.721,1.521802,189.3745,0.000128152,1,1
 28/12/2015 8:20:22 AM,2.43026,494.3885,2,2,1,260.9267,8.392912,331.069,2.422709,2,2,2,19.79,2.212856,822.6256,1,2,1,1,2,148.808,156.2933,1.712363,877.2751,7.872212,144.6296,261.2471,11.88157,1.726865,1.289996,0.7353967,0.3084265,250.721,1.521802,189.3745,0.000128152,1,1
 28/12/2015 8:20:23 AM,2.457163,494.624,2,2,1,260.9267,8.392912,331.069,2.425656,2,2,2,19.79,2.212984,822.946,1,2,1,1,2,148.808,156.2933,1.712363,877.7749,7.872212,144.6296,261.2471,11.88157,1.727634,1.285513,0.7353967,0.3084265,250.721,1.521802,189.3745,0.000128152,1,1
 28/12/2015 8:20:24 AM,2.501681,494.8988,2,2,1,260.9267,8.393873,331.069,2.425656,2,2,2,19.79,2.21055,823.1463,1,2,1,1,2,148.808,156.3189,1.712363,878.0441,7.872212,144.6296,261.2471,11.88157,1.727634,1.293967,0.7353967,0.3084265,250.721,1.521802,189.3745,0.000128152,1,1
 28/12/2015 8:20:25 AM,2.543958,495.2913,2,2,1,260.9267,8.394514,331.069,2.425656,2,2,2,19.79,2.209653,823.4667,1,2,1,1,2,148.808,156.3189,1.712363,878.0056,7.872212,144.6296,261.2471,11.88157,1.727634,1.293967,0.7353967,0.3084265,250.6729,1.649953,189.3745,0.000128152,1,1
 28/12/2015 8:20:26 AM,2.592,495.3698,2,2,1,260.9267,8.394514,331.069,2.426553,2,2,2,19.79,2.209653,823.7872,1,2,1,1,2,148.808,156.3189,1.712363,878.2363,7.872212,144.6296,261.2471,11.88157,1.726993,1.291789,0.7353967,0.3084265,250.6729,1.649953,189.3745,0.000128152,1,1
 28/12/2015 8:20:27 AM,2.621785,495.0558,2,2,1,260.9267,8.394514,331.069,2.428732,2,2,2,19.79,2.209653,824.2278,1,2,1,1,2,148.808,156.3189,1.712363,878.1979,7.872212,144.6296,261.2471,11.88157,1.725583,1.285129,0.7353967,0.3084265,250.6729,1.649953,189.3745,0.000128152,1,1
 28/12/2015 8:20:28 AM,2.642923,495.095,2,2,1,260.9267,8.394514,331.069,2.428732,2,2,2,19.77079,2.209653,824.4681,1,2,1,1,2,148.808,156.3189,1.712363,878.3517,7.872212,144.6296,261.2471,11.88157,1.724942,1.281798,0.7353967,0.3084265,250.6729,1.649953,189.3745,0.000128152,1,1
 28/12/2015 8:20:29 AM,2.654774,495.1736,2,2,1,260.9267,8.394514,331.069,2.428732,2,2,2,19.77079,2.209653,824.428,1,2,1,1,2,148.808,156.3702,1.714926,878.5824,7.872212,144.6296,261.2471,11.88157,1.724942,1.287434,0.7353967,0.3084265,250.6729,1.521802,189.3745,0.000128152,1,1
 28/12/2015 8:20:30 AM,2.657656,495.095,2,2,1,260.9267,8.394514,331.069,2.427066,2,2,2,19.7836,2.207347,824.7885,1,2,1,1,2,148.808,156.3702,1.714926,878.1979,7.872212,144.6296,261.2471,11.88157,1.724942,1.268093,0.7353967,0.3084265,250.5127,1.521802,189.3745,0.000128152,1,1
 28/12/2015 8:20:31 AM,2.6394,495.095,2,2,1,260.9267,8.394514,331.069,2.427066,2,2,2,19.84442,2.207347,824.7485,1,2,1,1,2,148.808,156.3702,1.713901,877.8518,7.872212,144.6296,261.2471,11.88157,1.724942,1.261944,0.7353967,0.3084265,250.4807,1.521802,189.1662,0.000128152,1,1
 28/12/2015 8:20:32 AM,2.626589,495.095,2,2,1,261.0228,8.394514,331.069,2.427066,2,2,2,19.84442,2.207347,824.9888,1,2,1,1,2,148.808,156.3702,1.713901,877.8518,7.872212,144.6296,261.2471,11.88157,1.724942,1.25618,0.7361649,0.3084265,250.3525,1.521802,189.1662,0.000128152,1,1
 28/12/2015 8:20:33 AM,2.620824,495.095,2,2,1,261.0228,8.394514,331.069,2.427066,2,2,2,19.84442,2.209397,825.0689,1,2,1,1,2,148.808,156.3702,1.713901,878.0056,7.872212,144.6296,261.2471,11.88157,1.723789,1.254131,0.7377012,0.3084265,250.3525,1.521802,189.1662,0.000128152,1,1
 28/12/2015 8:20:34 AM,2.612818,495.252,2,2,1,261.0228,8.394514,331.069,2.427066,2,2,2,19.81561,2.209397,825.0289,1,2,1,1,2,148.808,156.3702,1.714926,877.8903,7.872212,144.6296,261.0549,11.88157,1.722763,1.271295,0.7377012,0.3084265,250.3525,1.537821,189.1662,0.000128152,1,1
 28/12/2015 8:20:35 AM,2.60417,495.1736,2,2,1,261.0228,8.394514,331.069,2.425272,2,2,2,19.7836,2.209397,825.3493,1,2,1,1,2,148.808,156.3702,1.715952,877.5826,7.872212,144.6296,261.0549,11.88157,1.722763,1.288843,0.7379573,0.3084265,250.3525,1.617916,189.2784,0.000128152,1,1
 28/12/2015 8:20:36 AM,2.582391,495.2128,2,2,1,261.0228,8.394514,331.069,2.424887,2,2,2,19.7836,2.209397,825.2692,1,2,1,1,2,148.808,156.3702,1.715952,877.4673,7.872212,144.6296,261.0549,11.88157,1.722763,1.291918,0.7384694,0.3084265,250.5768,1.617916,189.4066,0.000128152,1,1
 28/12/2015 8:20:37 AM,2.567658,495.0558,2,2,1,261.0228,8.394514,331.069,2.424887,2,2,2,19.7836,2.209397,825.3493,1,2,1,1,2,148.808,156.3702,1.714029,877.6595,7.872212,144.6296,261.0549,11.88157,1.722763,1.291918,0.7384694,0.3084265,250.6569,1.617916,189.4066,0.000128152,1,1
 28/12/2015 8:20:38 AM,2.548442,494.8595,2,2,1,261.0228,8.394514,331.069,2.424887,2,2,2,19.7836,2.209397,825.2291,1,2,1,1,2,148.808,156.3702,1.714029,877.9672,7.872212,144.6296,261.0549,11.88157,1.72443,1.291918,0.7384694,0.3084265,250.8171,1.617916,189.4066,0.000128152,1,1
 28/12/2015 8:20:39 AM,2.530827,494.624,2,2,1,261.0228,8.394514,331.069,2.427066,2,2,2,19.7836,2.208244,824.8286,1,2,1,1,2,148.808,156.3702,1.714029,877.8518,7.872212,144.6296,261.0549,11.88157,1.72443,1.270142,0.7384694,0.3084265,250.8171,1.617916,189.4066,0.000128152,1,1
 28/12/2015 8:20:40 AM,2.510009,494.5063,2,2,1,261.0228,8.393232,331.069,2.427066,2,2,2,19.7964,2.207347,825.0689,1,2,1,1,2,148.808,156.3702,1.714029,877.6211,7.872212,144.6296,261.0549,11.88157,1.72443,1.263866,0.7379573,0.3084265,250.8171,1.617916,189.4066,0.000128152,1,1
 28/12/2015 8:20:41 AM,2.494315,494.467,2,2,1,261.0228,8.391951,331.069,2.427066,2,2,2,19.7964,2.207091,824.9487,1,2,1,1,2,148.808,156.3702,1.717489,877.698,7.872212,144.6296,261.0549,11.88157,1.72443,1.271295,0.7355248,0.3084265,250.8171,1.617916,189.5027,0.000128152,1,1
 28/12/2015 8:20:42 AM,2.478621,494.4277,2,2,1,261.0228,8.391951,331.069,2.426809,2,2,2,19.64274,2.204144,824.6684,1,2,1,1,2,148.808,156.3702,1.717489,877.8518,7.872212,144.6296,261.0549,11.88157,1.72443,1.28167,0.7348846,0.3084265,250.8171,1.617916,189.5187,0.000128152,1,1
 28/12/2015 8:20:43 AM,2.469974,494.153,2,2,1,261.0228,8.391951,331.069,2.425528,2,2,2,19.64274,2.203504,824.6684,1,2,1,1,2,148.808,156.3702,1.717489,877.698,7.872212,144.6296,261.0549,11.88157,1.72443,1.301396,0.7348846,0.3084265,250.8171,1.617916,189.743,0.000128152,1,1
 28/12/2015 8:20:44 AM,2.452359,494.3885,2,2,1,261.0228,8.391951,331.069,2.423734,2,2,2,19.64274,2.202863,824.428,1,2,1,1,2,148.808,156.3702,1.717489,877.6211,7.872212,144.6296,261.0549,11.88157,1.725968,1.306776,0.7348846,0.3084265,250.8171,1.617916,189.743,0.000128152,1,1
 28/12/2015 8:20:45 AM,2.441469,494.3885,2,2,1,261.0228,8.391951,331.069,2.423734,2,2,2,19.64274,2.203632,824.7885,1,2,1,1,2,148.808,156.3702,1.717489,877.6595,7.872212,144.6296,261.0549,11.88157,1.726865,1.292046,0.7348846,0.3084265,250.8171,1.617916,189.743,0.000128152,1,1
 28/12/2015 8:20:46 AM,2.427377,494.4277,2,2,1,261.0228,8.391951,331.1971,2.423734,2,2,2,19.68756,2.206066,824.6684,1,2,1,1,2,148.808,156.3702,1.717489,877.8903,7.872212,144.6296,261.0549,11.88157,1.726993,1.291918,0.7348846,0.3084265,250.9613,1.617916,189.743,0.000128152,1,1
 28/12/2015 8:20:47 AM,2.424815,494.781,2,2,1,261.0228,8.391951,331.1971,2.424375,2,2,2,19.73238,2.208116,824.6283,1,2,1,1,2,148.808,156.3702,1.717489,878.1594,7.872212,144.6296,261.183,11.88157,1.726993,1.282439,0.7352687,0.3084265,250.9613,1.617916,189.743,0.000128152,1,1
 28/12/2015 8:20:48 AM,2.424815,495.252,2,2,1,261.0228,8.391951,331.1971,2.425272,2,2,2,19.75159,2.208628,824.7885,1,2,1,1,2,148.808,156.3702,1.71813,878.8516,7.872212,144.6296,261.183,11.88157,1.725583,1.282951,0.7359089,0.3065689,250.9613,1.617916,189.743,0.000128152,1,1
 28/12/2015 8:20:49 AM,2.471575,495.4091,2,2,1,261.0228,8.390348,331.1971,2.425912,2,2,2,19.76439,2.208628,824.8687,1,2,1,1,2,148.808,156.3702,1.71813,878.9285,7.872212,144.6296,261.183,11.88157,1.724686,1.300372,0.7359089,0.3065689,250.9613,1.617916,189.5988,0.000128152,1,1
 28/12/2015 8:20:50 AM,2.519297,495.7623,2,2,1,261.0228,8.390348,331.1971,2.425912,2,2,2,19.76439,2.210037,825.0689,1,2,1,1,2,148.808,156.3702,1.71813,878.8516,7.872212,144.6296,261.183,11.88157,1.724686,1.301652,0.7359089,0.3065689,250.8011,1.585878,189.5668,0.000128152,1,1
 28/12/2015 8:20:51 AM,2.554527,495.7623,2,2,1,261.0228,8.390348,331.1971,2.425912,2,2,2,19.76439,2.210037,824.8286,1,2,1,1,2,148.808,156.3702,1.71813,879.5437,7.872212,144.6296,261.183,11.88157,1.724686,1.310747,0.7351407,0.3075297,250.737,1.585878,189.5668,0.000128152,1,1
 28/12/2015 8:20:52 AM,2.590398,495.5661,2,2,1,261.0228,8.390348,331.1971,2.425912,2,2,2,19.76439,2.210037,824.9487,1,2,1,1,2,148.808,156.3702,1.71813,879.6975,7.872212,144.527,261.183,11.88157,1.724686,1.309466,0.7351407,0.3082983,250.737,1.585878,189.5668,0.000128152,1,1
 28/12/2015 8:20:53 AM,2.625308,495.4876,2,2,1,261.0228,8.390348,331.1971,2.426169,2,2,2,19.80601,2.210037,824.7885,1,2,1,1,2,148.808,156.3702,1.71813,879.7744,7.872212,144.527,261.183,11.88157,1.724686,1.301396,0.7351407,0.3082983,250.737,1.585878,189.5668,0.000128152,1,1
 28/12/2015 8:20:54 AM,2.652211,495.4483,2,2,1,261.0228,8.390348,331.1971,2.426169,2,2,2,19.80601,2.210037,825.0289,1,2,1,1,2,148.808,156.3702,1.71813,879.7744,7.872212,144.527,261.183,11.88157,1.724686,1.292814,0.7351407,0.3082983,250.737,1.585878,189.3425,0.000128152,1,1
 28/12/2015 8:20:55 AM,2.665663,495.095,2,2,1,261.0228,8.390348,331.1971,2.426169,2,2,2,19.80601,2.210037,825.4694,1,2,1,1,2,148.808,156.3702,1.716464,879.7744,7.872212,144.527,261.183,11.88157,1.724686,1.291789,0.7351407,0.3082983,250.6248,1.585878,189.3425,0.000128152,1,1
 28/12/2015 8:20:56 AM,2.666944,495.2128,2,2,1,261.0228,8.390348,331.1971,2.42399,2,2,2,19.80601,2.210037,825.6296,1,2,1,1,2,148.808,156.3702,1.71608,879.1976,7.872212,144.527,261.183,11.88157,1.724686,1.294992,0.7351407,0.3082983,250.5768,1.585878,189.3425,0.000128152,1,1
 28/12/2015 8:20:57 AM,2.655414,495.1736,2,2,1,261.0228,8.390348,331.1971,2.423221,2,2,2,19.80601,2.210037,825.83,1,2,1,1,2,148.808,156.3702,1.71608,879.4283,7.872212,144.527,261.183,11.88157,1.724686,1.297169,0.7351407,0.3082983,250.5768,1.585878,189.3425,0.000128152,1,1
 28/12/2015 8:20:58 AM,2.625308,495.8409,2,2,1,261.0228,8.390348,331.1715,2.423221,2,2,2,19.80601,2.210037,825.9902,1,2,1,1,2,148.808,156.3702,1.714029,879.6975,7.872212,144.527,261.183,11.88157,1.724686,1.291918,0.7351407,0.3070813,250.5768,1.585878,189.3425,0.000128152,1,1
 28/12/2015 8:20:59 AM,2.619223,497.4109,2,2,1,261.0228,8.390348,331.1202,2.42194,2,2,2,19.80601,2.210037,826.4708,1,2,1,1,2,148.808,156.3702,1.713389,879.6206,7.872212,144.527,261.183,11.88157,1.724686,1.273857,0.7351407,0.3083624,250.6569,1.585878,189.3425,0.000128152,1,1
 28/12/2015 8:21:00 AM,2.619223,497.8035,2,2,1,261.0228,8.388426,331.1202,2.42194,2,2,2,19.80601,2.21119,826.7912,1,2,1,1,2,148.808,156.3702,1.713389,879.7744,7.872212,144.527,261.183,11.88157,1.724686,1.276034,0.7351407,0.3084265,250.6569,1.585878,189.3425,0.000128152,1,1
 28/12/2015 8:21:01 AM,2.597764,497.9605,2,2,1,261.0228,8.388426,330.9664,2.42194,2,2,2,19.87003,2.211318,826.9514,1,2,1,1,2,148.808,156.3702,1.714542,879.8898,7.872212,144.527,261.183,11.88157,1.724686,1.280646,0.7351407,0.3084265,250.6569,1.585878,189.3425,0.000128152,1,1
 28/12/2015 8:21:02 AM,2.58079,497.7642,2,2,1,261.0228,8.388105,330.9664,2.421811,2,2,2,19.93406,2.211318,827.2318,1,2,1,1,2,148.808,156.3702,1.714926,880.3127,7.872212,144.527,261.183,11.88157,1.724686,1.281798,0.7351407,0.3084265,250.6569,1.585878,189.3425,0.000128152,1,1
 28/12/2015 8:21:03 AM,2.561253,497.4109,2,2,1,261.0228,8.386503,330.9664,2.421811,2,2,2,19.93406,2.211318,827.5522,1,2,1,1,2,148.808,156.3702,1.714926,880.3512,7.872212,144.6296,261.183,11.88157,1.724686,1.281798,0.7351407,0.3084265,250.6569,1.585878,189.3425,0.000128152,1,1
 28/12/2015 8:21:04 AM,2.550364,497.3717,2,2,1,261.0228,8.386503,330.9664,2.421811,2,2,2,19.93406,2.210037,827.6724,1,2,1,1,2,148.808,156.3702,1.71467,880.082,7.872212,144.6296,261.183,11.88157,1.724686,1.274241,0.7351407,0.3084265,250.6569,1.585878,189.4386,0.000128152,1,1
 28/12/2015 8:21:05 AM,2.532428,497.0577,2,2,1,261.0228,8.386503,330.9664,2.424631,2,2,2,19.90204,2.210037,827.9929,1,2,1,1,2,148.808,156.3702,1.713517,879.9667,7.872212,144.6296,261.183,11.88157,1.724686,1.27898,0.7351407,0.3084265,250.6569,1.585878,189.4386,0.000128152,1,1
 28/12/2015 8:21:06 AM,2.516414,496.8614,2,2,1,260.7665,8.386503,330.9664,2.425143,2,2,2,19.90204,2.210037,827.9929,1,2,1,1,2,148.808,156.3702,1.713517,880.1589,7.872212,144.6296,261.183,11.88157,1.724686,1.282439,0.7351407,0.3084265,250.6569,1.585878,189.4386,0.000128152,1,1
 28/12/2015 8:21:07 AM,2.501041,496.6652,2,2,1,260.7665,8.388746,330.9664,2.425528,2,2,2,19.90204,2.210037,827.9528,1,2,1,1,2,148.808,156.3702,1.713517,880.2743,7.872212,144.6296,261.183,11.88157,1.724686,1.299859,0.7351407,0.3084265,250.5447,1.585878,189.4386,0.000128152,1,1
 28/12/2015 8:21:08 AM,2.487589,496.4689,2,2,1,260.7665,8.388746,330.9664,2.425528,2,2,2,19.90204,2.210037,828.2332,1,2,1,1,2,148.808,156.3702,1.713517,880.3512,7.872212,144.6296,261.183,11.88157,1.724686,1.302421,0.7351407,0.3084265,250.4646,1.585878,189.1983,0.000128152,1,1
 28/12/2015 8:21:09 AM,2.469974,496.5474,2,2,1,260.7665,8.390669,330.9664,2.426425,2,2,2,19.84442,2.210037,828.4334,1,2,1,1,2,148.808,156.3702,1.713517,880.7742,7.872212,144.7578,261.183,11.88157,1.724686,1.311772,0.7351407,0.3084265,250.4646,1.585878,189.1983,0.000128152,1,1
 28/12/2015 8:21:10 AM,2.457163,496.6652,2,2,1,260.7665,8.390669,330.9664,2.426938,2,2,2,19.83482,2.210037,828.4735,1,2,1,1,2,148.808,156.6009,1.713517,880.7742,7.872212,144.7578,261.0228,11.88157,1.723789,1.312028,0.7351407,0.3084265,250.4646,1.585878,189.1983,0.000128152,1,1
 28/12/2015 8:21:11 AM,2.436985,496.4296,2,2,1,260.7665,8.390669,330.9664,2.426938,2,2,2,19.80601,2.209653,828.7939,1,2,1,1,2,148.808,156.6009,1.717489,880.8895,7.872212,144.7578,261.0228,11.88157,1.723661,1.302421,0.7351407,0.3084265,250.6409,1.585878,189.3265,0.000128152,1,1
 28/12/2015 8:21:12 AM,2.426416,496.4689,2,2,1,260.8626,8.390669,330.9664,2.426169,2,2,2,19.7996,2.209653,828.3934,1,2,1,1,2,148.808,156.6009,1.717489,880.928,7.872212,144.7578,261.0228,11.88157,1.723661,1.290124,0.7351407,0.3084265,250.7049,1.585878,189.5187,0.000128152,1,1
 28/12/2015 8:21:13 AM,2.421932,496.1941,2,2,1,260.8626,8.390669,330.9664,2.426169,2,2,2,19.7964,2.209653,828.2732,1,2,1,1,2,148.808,156.6009,1.717489,881.0433,7.872212,144.7578,261.0228,11.88157,1.725455,1.273473,0.7351407,0.3084265,250.8652,1.585878,189.5668,0.000128152,1,1
 28/12/2015 8:21:14 AM,2.421932,496.6259,2,2,1,260.8626,8.390669,330.9664,2.425912,2,2,2,19.76439,2.209653,828.3934,1,2,1,1,2,148.808,156.6009,1.717489,880.928,7.872212,144.7578,261.0228,11.88157,1.726352,1.279877,0.7351407,0.3084265,250.8812,1.585878,189.5668,0.000128152,1,1
 28/12/2015 8:21:15 AM,2.446274,496.8221,2,2,1,261.0549,8.390669,330.9664,2.425912,2,2,2,19.71637,2.209653,828.1531,1,2,1,1,2,148.808,156.6009,1.717489,881.2356,7.872212,144.7578,261.0228,11.88157,1.726737,1.282567,0.7351407,0.3084265,250.8972,1.585878,189.5668,0.000128152,1,1
 28/12/2015 8:21:16 AM,2.493995,497.0577,2,2,1,261.0549,8.388105,330.9664,2.425912,2,2,2,19.71637,2.209653,828.1531,1,2,1,1,2,148.808,156.6009,1.717489,881.4279,7.872212,144.7578,261.0228,11.88157,1.726737,1.292046,0.7351407,0.3069532,250.8972,1.585878,189.5668,0.000128152,1,1
 28/12/2015 8:21:17 AM,2.538513,497.4109,2,2,1,261.0549,8.388105,330.9664,2.427066,2,2,2,19.71637,2.209653,828.1531,1,2,1,1,2,148.808,156.6009,1.717489,881.351,7.872212,144.7578,261.0228,11.88157,1.726737,1.292046,0.7351407,0.3069532,250.8972,1.585878,189.5668,0.000128152,1,1
 28/12/2015 8:21:18 AM,2.583672,497.7642,2,2,1,261.0549,8.388105,330.9664,2.428475,2,2,2,19.7836,2.209653,827.8326,1,2,1,1,2,148.808,156.6009,1.714542,881.3125,7.872212,144.7578,261.0228,11.88157,1.726737,1.292046,0.7351407,0.3080421,250.8972,1.585878,189.5668,0.000128152,1,1
 28/12/2015 8:21:19 AM,2.613138,498.039,2,2,1,261.0549,8.388105,330.9664,2.428475,2,2,2,19.81561,2.209653,828.1931,1,2,1,1,2,148.808,156.4983,1.713261,881.351,7.872212,144.7578,261.0228,11.88157,1.726737,1.283464,0.7351407,0.3081703,250.6409,1.585878,189.4066,0.000128152,1,1
 28/12/2015 8:21:20 AM,2.640041,498.4315,2,2,1,261.0549,8.388105,330.9664,2.428475,2,2,2,19.81561,2.209653,828.2732,1,2,1,1,2,148.808,156.4983,1.713261,881.351,7.872212,144.7578,261.0228,11.88157,1.726737,1.290893,0.7351407,0.3081703,250.6409,1.585878,189.4066,0.000128152,1,1
